timestamp,region,age_group,risk_score
2025-05-24 15:59:54,서울,20대,1.99
2025-05-24 16:00:59,서울,20대,1.99
2025-05-24 16:01:33,서울,20대,6.62
2025-05-24 16:05:59,서울,20대,1.99
2025-05-24 16:14:47,서울,20대,1.99
2025-05-24 16:14:59,인천,20대,1.99
2025-05-24 16:15:06,부산,20대,1.99
2025-05-24 21:02:20,서울,20대,1.99
